age,gender,occupation,education,hometown,marital status,spouse moving status,spouse employment status,security,schooling,house rent,distance from HT,satisfaction
20 - 25,prefer not to disclose,Other,Social,"Thakurgaon,198",Unmarried,not married,I am not married,0.66,1.0,0.33,0.66,4.0
20 - 25,prefer not to disclose,Other,Social,"Thakurgaon,198",Unmarried,not married,I am not married,0.66,0.66,0.33,0.66,3.0
26 - 30,prefer not to disclose,Student,Science,"Tangail,351",Unmarried,not married,I am not married,0.66,0.66,1.0,0.66,5.0
26 - 30,prefer not to disclose,Student,Science,"Tangail,351",Unmarried,not married,I am not married,0.66,0.66,0.66,0.33,4.0
26 - 30,prefer not to disclose,Student,Science,"Tangail,351",Unmarried,not married,I am not married,1.0,1.0,0.66,0.66,5.0
26 - 30,female,Academia,Social,"Dhaka,90",Unmarried,not married,I am not married,0.66,1.0,1.0,0.66,5.0
26 - 30,female,Academia,Social,"Dhaka,90",Unmarried,not married,I am not married,0.66,0.66,1.0,0.66,5.0
26 - 30,female,Academia,Social,"Dhaka,90",Unmarried,not married,I am not married,0.66,0.66,0.33,0.66,3.0
26 - 30,prefer not to disclose,Business,Social,"Mymensingh,451",Unmarried,not married,I am not married,0.66,0.33,1.0,0.33,4.0
26 - 30,prefer not to disclose,Business,Social,"Mymensingh,451",Unmarried,not married,I am not married,0.66,0.33,0.66,0.66,4.0
26 - 30,prefer not to disclose,Business,Social,"Mymensingh,451",Unmarried,not married,I am not married,0.66,0.66,0.66,0.33,4.0
20 - 25,prefer not to disclose,Medical,"Medical, Biological, Chemical","Sherpur,432",Married,Spouce does not work,Science,0.66,0.66,0.66,0.33,4.0
20 - 25,prefer not to disclose,Medical,"Medical, Biological, Chemical","Sherpur,432",Married,Spouce does not work,Science,1.0,1.0,0.33,1.0,5.0
20 - 25,prefer not to disclose,Medical,"Medical, Biological, Chemical","Sherpur,432",Married,Spouce does not work,Science,0.33,0.33,0.33,0.66,3.0
26 - 30,female,Engineering and IT,Engineering,"Sirajganj,335",Unmarried,not married,I am not married,1.0,0.33,1.0,1.0,5.0
26 - 30,female,Engineering and IT,Engineering,"Sirajganj,335",Unmarried,not married,I am not married,1.0,0.33,0.33,1.0,3.0
26 - 30,female,Engineering and IT,Engineering,"Sirajganj,335",Unmarried,not married,I am not married,0.33,1.0,0.33,1.0,3.0
20 - 25,female,Engineering and IT,Engineering,"Dhaka,419",Unmarried,not married,I am not married,0.66,1.0,1.0,1.0,5.0
20 - 25,female,Engineering and IT,Engineering,"Dhaka,419",Unmarried,not married,I am not married,0.66,0.33,0.33,1.0,3.0
20 - 25,female,Engineering and IT,Engineering,"Dhaka,419",Unmarried,not married,I am not married,0.33,0.33,0.66,0.33,3.0
20 - 25,prefer not to disclose,Business,Social,"Bagerhat,401",Unmarried,not married,I am not married,0.66,0.66,1.0,0.66,5.0
20 - 25,prefer not to disclose,Business,Social,"Bagerhat,401",Unmarried,not married,I am not married,0.33,0.66,0.66,1.0,4.0
20 - 25,prefer not to disclose,Business,Social,"Bagerhat,401",Unmarried,not married,I am not married,0.33,1.0,0.66,1.0,4.0
36 - 40,female,Medical,"Medical, Biological, Chemical","Chapainawabganj,65",Unmarried,not married,I am not married,0.66,0.66,0.66,0.66,4.0
36 - 40,female,Medical,"Medical, Biological, Chemical","Chapainawabganj,65",Unmarried,not married,I am not married,0.66,0.66,0.66,0.33,4.0
36 - 40,female,Medical,"Medical, Biological, Chemical","Chapainawabganj,65",Unmarried,not married,I am not married,1.0,1.0,0.33,0.33,4.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Munshiganj,64",Married,Yes,Engineering,0.33,0.33,0.66,0.33,3.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Munshiganj,64",Married,Yes,Engineering,1.0,1.0,0.66,0.33,4.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Munshiganj,64",Married,Yes,Engineering,1.0,0.33,0.33,0.33,3.0
36 - 40,male,Student,Business,"Bagerhat,123",Unmarried,not married,I am not married,0.66,0.66,1.0,0.66,5.0
36 - 40,male,Student,Business,"Bagerhat,123",Unmarried,not married,I am not married,0.33,0.66,0.33,1.0,3.0
36 - 40,male,Student,Business,"Bagerhat,123",Unmarried,not married,I am not married,1.0,0.66,0.66,0.66,4.0
26 - 30,male,Other,Science,"Faridpur,279",Unmarried,not married,I am not married,0.33,0.33,0.66,0.66,3.0
26 - 30,male,Other,Science,"Faridpur,279",Unmarried,not married,I am not married,0.66,1.0,0.33,0.66,4.0
26 - 30,male,Other,Science,"Faridpur,279",Unmarried,not married,I am not married,0.33,0.66,1.0,0.33,5.0
26 - 30,male,Academia,Social,"Mymensingh,485",Unmarried,not married,I am not married,1.0,0.33,0.33,0.66,3.0
26 - 30,male,Academia,Social,"Mymensingh,485",Unmarried,not married,I am not married,0.33,1.0,0.66,0.33,4.0
26 - 30,male,Academia,Social,"Mymensingh,485",Unmarried,not married,I am not married,0.66,1.0,1.0,0.33,5.0
26 - 30,prefer not to disclose,Student,Business,"Manikganj,362",Married,No,Science,1.0,0.33,0.33,0.66,4.0
26 - 30,prefer not to disclose,Student,Business,"Manikganj,362",Married,No,Science,0.66,0.66,1.0,0.66,4.0
26 - 30,prefer not to disclose,Student,Business,"Manikganj,362",Married,No,Science,0.33,1.0,1.0,0.33,4.0
41 or above,prefer not to disclose,Other,Science,"Kushtia,282",Unmarried,not married,I am not married,1.0,0.66,0.33,1.0,4.0
41 or above,prefer not to disclose,Other,Science,"Kushtia,282",Unmarried,not married,I am not married,0.33,0.33,0.33,1.0,2.0
41 or above,prefer not to disclose,Other,Science,"Kushtia,282",Unmarried,not married,I am not married,0.33,0.33,0.66,0.33,3.0
41 or above,female,Business,Social,"Barisal,435",Married,No,Business,1.0,1.0,1.0,1.0,5.0
41 or above,female,Business,Social,"Barisal,435",Married,No,Business,0.33,1.0,0.33,1.0,3.0
41 or above,female,Business,Social,"Barisal,435",Married,No,Business,0.33,1.0,1.0,0.33,3.0
26 - 30,male,Academia,Social,"Brahmanbaria,320",Married,Spouce does not work,Social,0.33,1.0,1.0,0.66,5.0
26 - 30,male,Academia,Social,"Brahmanbaria,320",Married,Spouce does not work,Social,0.33,1.0,1.0,0.33,4.0
26 - 30,male,Academia,Social,"Brahmanbaria,320",Married,Spouce does not work,Social,0.33,0.66,0.66,0.66,4.0
31 - 35,male,Engineering and IT,Engineering,"Gaibandha,253",Unmarried,not married,I am not married,0.33,1.0,0.66,0.33,4.0
31 - 35,male,Engineering and IT,Engineering,"Gaibandha,253",Unmarried,not married,I am not married,0.33,1.0,1.0,1.0,5.0
31 - 35,male,Engineering and IT,Engineering,"Gaibandha,253",Unmarried,not married,I am not married,0.66,0.66,0.33,0.66,3.0
41 or above,male,Academia,Business,"Munshiganj,479",Unmarried,not married,I am not married,0.66,1.0,1.0,1.0,5.0
41 or above,male,Academia,Business,"Munshiganj,479",Unmarried,not married,I am not married,0.66,0.33,0.66,0.33,4.0
41 or above,male,Academia,Business,"Munshiganj,479",Unmarried,not married,I am not married,0.33,1.0,0.66,0.33,4.0
36 - 40,prefer not to disclose,Medical,"Medical, Biological, Chemical","Moulvibazar,189",Married,Yes,"Medical, Biological, Chemical",1.0,1.0,0.33,1.0,5.0
36 - 40,prefer not to disclose,Medical,"Medical, Biological, Chemical","Moulvibazar,189",Married,Yes,"Medical, Biological, Chemical",1.0,0.33,0.66,0.66,4.0
36 - 40,prefer not to disclose,Medical,"Medical, Biological, Chemical","Moulvibazar,189",Married,Yes,"Medical, Biological, Chemical",0.33,0.33,0.66,0.33,3.0
31 - 35,prefer not to disclose,Business,Science,"Lakshmipur,286",Married,Yes,Engineering,0.66,1.0,1.0,0.33,5.0
31 - 35,prefer not to disclose,Business,Science,"Lakshmipur,286",Married,Yes,Engineering,0.66,0.33,1.0,0.66,4.0
31 - 35,prefer not to disclose,Business,Science,"Lakshmipur,286",Married,Yes,Engineering,1.0,0.33,0.33,0.33,3.0
36 - 40,prefer not to disclose,Student,Science,"Cox's Bazar,95",Unmarried,not married,I am not married,0.33,0.33,1.0,1.0,4.0
36 - 40,prefer not to disclose,Student,Science,"Cox's Bazar,95",Unmarried,not married,I am not married,0.33,0.66,1.0,0.33,5.0
36 - 40,prefer not to disclose,Student,Science,"Cox's Bazar,95",Unmarried,not married,I am not married,1.0,1.0,0.33,1.0,4.0
20 - 25,female,Engineering and IT,Engineering,"Khagrachhari,251",Unmarried,not married,I am not married,1.0,1.0,1.0,0.33,5.0
20 - 25,female,Engineering and IT,Engineering,"Khagrachhari,251",Unmarried,not married,I am not married,0.66,0.66,1.0,0.33,5.0
20 - 25,female,Engineering and IT,Engineering,"Khagrachhari,251",Unmarried,not married,I am not married,0.33,0.33,0.66,1.0,3.0
26 - 30,prefer not to disclose,Other,Social,"Bhola,223",Unmarried,not married,I am not married,0.66,0.33,0.33,0.33,3.0
26 - 30,prefer not to disclose,Other,Social,"Bhola,223",Unmarried,not married,I am not married,0.33,1.0,0.33,0.33,4.0
26 - 30,prefer not to disclose,Other,Social,"Bhola,223",Unmarried,not married,I am not married,1.0,0.33,0.33,0.33,3.0
20 - 25,male,Business,Social,"Satkhira,177",Unmarried,not married,I am not married,0.33,0.66,0.66,0.33,4.0
20 - 25,male,Business,Social,"Satkhira,177",Unmarried,not married,I am not married,0.66,0.66,0.66,0.66,4.0
20 - 25,male,Business,Social,"Satkhira,177",Unmarried,not married,I am not married,1.0,0.66,0.66,1.0,4.0
26 - 30,female,Other,Social,"Narail,308",Unmarried,not married,I am not married,0.33,0.33,0.33,0.33,3.0
26 - 30,female,Other,Social,"Narail,308",Unmarried,not married,I am not married,0.66,0.33,1.0,1.0,4.0
26 - 30,female,Other,Social,"Narail,308",Unmarried,not married,I am not married,0.33,0.66,1.0,0.66,4.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Lalmonirhat,196",Unmarried,not married,I am not married,1.0,0.66,0.33,0.33,3.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Lalmonirhat,196",Unmarried,not married,I am not married,1.0,0.33,0.66,1.0,4.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Lalmonirhat,196",Unmarried,not married,I am not married,0.66,1.0,0.33,0.33,4.0
26 - 30,prefer not to disclose,Academia,Science,"Madaripur,167",Married,Spouce does not work,"Medical, Biological, Chemical",0.66,1.0,0.66,0.33,4.0
26 - 30,prefer not to disclose,Academia,Science,"Madaripur,167",Married,Spouce does not work,"Medical, Biological, Chemical",0.66,1.0,0.33,0.33,3.0
26 - 30,prefer not to disclose,Academia,Science,"Madaripur,167",Married,Spouce does not work,"Medical, Biological, Chemical",1.0,0.33,0.66,0.66,4.0
41 or above,female,Medical,"Medical, Biological, Chemical","Natore,307",Unmarried,not married,I am not married,0.66,1.0,0.33,0.66,4.0
41 or above,female,Medical,"Medical, Biological, Chemical","Natore,307",Unmarried,not married,I am not married,0.33,0.33,1.0,0.33,4.0
41 or above,female,Medical,"Medical, Biological, Chemical","Natore,307",Unmarried,not married,I am not married,0.33,1.0,0.33,0.33,3.0
36 - 40,male,Medical,"Medical, Biological, Chemical","Bandarban,366",Unmarried,not married,I am not married,1.0,0.66,1.0,0.33,5.0
36 - 40,male,Medical,"Medical, Biological, Chemical","Bandarban,366",Unmarried,not married,I am not married,0.33,1.0,1.0,1.0,5.0
36 - 40,male,Medical,"Medical, Biological, Chemical","Bandarban,366",Unmarried,not married,I am not married,1.0,0.33,0.66,1.0,4.0
31 - 35,female,Other,Social,"Brahmanbaria,450",Unmarried,not married,I am not married,0.66,0.66,1.0,1.0,5.0
31 - 35,female,Other,Social,"Brahmanbaria,450",Unmarried,not married,I am not married,0.66,0.66,0.33,0.33,3.0
31 - 35,female,Other,Social,"Brahmanbaria,450",Unmarried,not married,I am not married,0.66,0.33,0.66,0.66,4.0
31 - 35,female,Business,Business,"Moulvibazar,104",Unmarried,not married,I am not married,0.33,1.0,0.33,0.33,3.0
31 - 35,female,Business,Business,"Moulvibazar,104",Unmarried,not married,I am not married,1.0,1.0,1.0,0.66,5.0
31 - 35,female,Business,Business,"Moulvibazar,104",Unmarried,not married,I am not married,0.33,0.66,0.33,1.0,3.0
26 - 30,male,Academia,Science,"Patuakhali,455",Unmarried,not married,I am not married,1.0,1.0,1.0,1.0,5.0
26 - 30,male,Academia,Science,"Patuakhali,455",Unmarried,not married,I am not married,0.66,1.0,1.0,0.66,5.0
26 - 30,male,Academia,Science,"Patuakhali,455",Unmarried,not married,I am not married,0.66,0.33,0.66,0.66,4.0
41 or above,prefer not to disclose,Student,Science,"Nilphamari,347",Unmarried,not married,I am not married,1.0,0.66,1.0,0.33,5.0
41 or above,prefer not to disclose,Student,Science,"Nilphamari,347",Unmarried,not married,I am not married,0.66,0.33,0.33,0.66,3.0
41 or above,prefer not to disclose,Student,Science,"Nilphamari,347",Unmarried,not married,I am not married,1.0,1.0,0.66,1.0,5.0
31 - 35,male,Engineering and IT,Engineering,"Kishoreganj,465",Married,No,Engineering,0.33,1.0,1.0,1.0,5.0
31 - 35,male,Engineering and IT,Engineering,"Kishoreganj,465",Married,No,Engineering,0.66,0.66,1.0,0.33,4.0
31 - 35,male,Engineering and IT,Engineering,"Kishoreganj,465",Married,No,Engineering,0.33,0.66,1.0,0.66,4.0
31 - 35,female,Academia,Science,"Patuakhali,208",Married,Spouce does not work,Other,1.0,0.66,0.33,0.66,4.0
31 - 35,female,Academia,Science,"Patuakhali,208",Married,Spouce does not work,Other,1.0,1.0,1.0,1.0,5.0
31 - 35,female,Academia,Science,"Patuakhali,208",Married,Spouce does not work,Other,1.0,1.0,1.0,1.0,5.0
20 - 25,prefer not to disclose,Student,Business,"Cox's Bazar,19",Married,No,Science,1.0,0.66,1.0,0.33,4.0
20 - 25,prefer not to disclose,Student,Business,"Cox's Bazar,19",Married,No,Science,0.33,1.0,0.33,0.33,3.0
20 - 25,prefer not to disclose,Student,Business,"Cox's Bazar,19",Married,No,Science,1.0,0.33,0.33,0.33,3.0
20 - 25,female,Medical,"Medical, Biological, Chemical","Pabna,302",Married,Spouce does not work,Business,0.66,0.66,0.66,1.0,4.0
20 - 25,female,Medical,"Medical, Biological, Chemical","Pabna,302",Married,Spouce does not work,Business,0.66,0.33,0.33,0.66,4.0
20 - 25,female,Medical,"Medical, Biological, Chemical","Pabna,302",Married,Spouce does not work,Business,0.33,0.33,0.66,0.66,3.0
41 or above,female,Engineering and IT,Engineering,"Noakhali,253",Unmarried,not married,I am not married,0.33,0.66,0.33,0.66,3.0
41 or above,female,Engineering and IT,Engineering,"Noakhali,253",Unmarried,not married,I am not married,1.0,1.0,0.66,0.66,5.0
41 or above,female,Engineering and IT,Engineering,"Noakhali,253",Unmarried,not married,I am not married,0.66,1.0,1.0,1.0,5.0
20 - 25,male,Engineering and IT,Engineering,"Manikganj,191",Unmarried,not married,I am not married,0.33,1.0,0.66,1.0,4.0
20 - 25,male,Engineering and IT,Engineering,"Manikganj,191",Unmarried,not married,I am not married,0.33,0.33,1.0,0.66,4.0
20 - 25,male,Engineering and IT,Engineering,"Manikganj,191",Unmarried,not married,I am not married,0.33,1.0,0.66,0.66,4.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Shariatpur,63",Married,Yes,Other,0.66,1.0,0.33,1.0,4.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Shariatpur,63",Married,Yes,Other,0.66,0.66,0.66,1.0,4.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Shariatpur,63",Married,Yes,Other,0.66,0.33,0.33,1.0,4.0
26 - 30,female,Academia,Business,"Cox's Bazar,109",Unmarried,not married,I am not married,1.0,0.66,0.66,0.66,5.0
26 - 30,female,Academia,Business,"Cox's Bazar,109",Unmarried,not married,I am not married,0.33,0.66,1.0,0.33,4.0
26 - 30,female,Academia,Business,"Cox's Bazar,109",Unmarried,not married,I am not married,0.33,1.0,0.33,1.0,4.0
20 - 25,prefer not to disclose,Business,Business,"Comilla,492",Unmarried,not married,I am not married,0.66,0.33,0.66,0.33,4.0
20 - 25,prefer not to disclose,Business,Business,"Comilla,492",Unmarried,not married,I am not married,0.66,0.33,1.0,1.0,4.0
20 - 25,prefer not to disclose,Business,Business,"Comilla,492",Unmarried,not married,I am not married,0.33,0.66,0.33,0.66,3.0
31 - 35,female,Student,Science,"Joypurhat,357",Unmarried,not married,I am not married,0.66,0.33,0.66,1.0,3.0
31 - 35,female,Student,Science,"Joypurhat,357",Unmarried,not married,I am not married,0.66,1.0,0.66,0.33,5.0
31 - 35,female,Student,Science,"Joypurhat,357",Unmarried,not married,I am not married,1.0,1.0,0.33,0.66,4.0
36 - 40,male,Academia,Social,"Cox's Bazar,315",Unmarried,not married,I am not married,0.33,0.66,0.66,1.0,4.0
36 - 40,male,Academia,Social,"Cox's Bazar,315",Unmarried,not married,I am not married,0.33,0.33,0.33,1.0,3.0
36 - 40,male,Academia,Social,"Cox's Bazar,315",Unmarried,not married,I am not married,1.0,0.66,1.0,0.33,5.0
20 - 25,prefer not to disclose,Other,Social,"Shariatpur,239",Married,Spouce does not work,Other,0.33,0.66,1.0,0.66,4.0
20 - 25,prefer not to disclose,Other,Social,"Shariatpur,239",Married,Spouce does not work,Other,1.0,0.66,1.0,0.66,5.0
20 - 25,prefer not to disclose,Other,Social,"Shariatpur,239",Married,Spouce does not work,Other,0.33,0.66,0.66,0.33,3.0
36 - 40,female,Business,Social,"Netrokona,115",Unmarried,not married,I am not married,0.66,0.33,1.0,0.33,4.0
36 - 40,female,Business,Social,"Netrokona,115",Unmarried,not married,I am not married,1.0,0.66,1.0,0.66,5.0
36 - 40,female,Business,Social,"Netrokona,115",Unmarried,not married,I am not married,0.33,1.0,1.0,0.66,5.0
31 - 35,male,Engineering and IT,Engineering,"Naogaon,43",Married,Yes,Social,1.0,1.0,0.66,0.33,4.0
31 - 35,male,Engineering and IT,Engineering,"Naogaon,43",Married,Yes,Social,1.0,0.66,0.33,1.0,4.0
31 - 35,male,Engineering and IT,Engineering,"Naogaon,43",Married,Yes,Social,0.33,1.0,0.33,0.33,3.0
41 or above,female,Other,Social,"Tangail,450",Married,Spouce does not work,Business,0.33,0.33,0.66,1.0,4.0
41 or above,female,Other,Social,"Tangail,450",Married,Spouce does not work,Business,0.33,0.33,0.66,0.33,3.0
41 or above,female,Other,Social,"Tangail,450",Married,Spouce does not work,Business,0.66,0.33,0.33,1.0,4.0
41 or above,prefer not to disclose,Business,Business,"Habiganj,427",Married,Spouce does not work,Business,0.33,0.33,0.66,0.66,4.0
41 or above,prefer not to disclose,Business,Business,"Habiganj,427",Married,Spouce does not work,Business,0.66,0.66,1.0,0.33,4.0
41 or above,prefer not to disclose,Business,Business,"Habiganj,427",Married,Spouce does not work,Business,0.66,1.0,0.66,1.0,5.0
31 - 35,male,Student,Science,"Chittagong,82",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,0.33,0.33,0.66,3.0
31 - 35,male,Student,Science,"Chittagong,82",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,0.33,1.0,0.66,4.0
31 - 35,male,Student,Science,"Chittagong,82",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,1.0,0.33,1.0,4.0
41 or above,prefer not to disclose,Other,Social,"Noakhali,369",Married,Yes,Science,1.0,1.0,0.66,0.66,5.0
41 or above,prefer not to disclose,Other,Social,"Noakhali,369",Married,Yes,Science,1.0,1.0,0.66,0.33,5.0
41 or above,prefer not to disclose,Other,Social,"Noakhali,369",Married,Yes,Science,0.33,1.0,0.66,0.33,4.0
36 - 40,female,Medical,"Medical, Biological, Chemical","Mymensingh,126",Unmarried,not married,I am not married,0.66,0.66,0.66,1.0,4.0
36 - 40,female,Medical,"Medical, Biological, Chemical","Mymensingh,126",Unmarried,not married,I am not married,1.0,0.33,0.66,0.66,4.0
36 - 40,female,Medical,"Medical, Biological, Chemical","Mymensingh,126",Unmarried,not married,I am not married,0.33,0.33,1.0,1.0,4.0
31 - 35,male,Business,Social,"Chandpur,454",Married,No,"Medical, Biological, Chemical",0.33,1.0,1.0,0.66,5.0
31 - 35,male,Business,Social,"Chandpur,454",Married,No,"Medical, Biological, Chemical",1.0,0.33,1.0,1.0,5.0
31 - 35,male,Business,Social,"Chandpur,454",Married,No,"Medical, Biological, Chemical",0.33,0.33,0.33,1.0,4.0
41 or above,prefer not to disclose,Business,Science,"Mymensingh,483",Unmarried,not married,I am not married,0.66,1.0,1.0,0.66,5.0
41 or above,prefer not to disclose,Business,Science,"Mymensingh,483",Unmarried,not married,I am not married,0.66,0.66,1.0,0.66,5.0
41 or above,prefer not to disclose,Business,Science,"Mymensingh,483",Unmarried,not married,I am not married,1.0,0.66,0.66,0.66,4.0
26 - 30,male,Other,Social,"Narail,200",Married,No,"Medical, Biological, Chemical",0.66,0.33,0.66,0.66,4.0
26 - 30,male,Other,Social,"Narail,200",Married,No,"Medical, Biological, Chemical",1.0,0.33,0.66,0.33,4.0
26 - 30,male,Other,Social,"Narail,200",Married,No,"Medical, Biological, Chemical",0.33,1.0,0.66,1.0,5.0
41 or above,prefer not to disclose,Business,Business,"Pabna,254",Married,No,Business,0.66,0.33,0.33,1.0,4.0
41 or above,prefer not to disclose,Business,Business,"Pabna,254",Married,No,Business,0.66,0.66,0.33,0.66,3.0
41 or above,prefer not to disclose,Business,Business,"Pabna,254",Married,No,Business,0.33,0.66,0.33,0.66,3.0
31 - 35,female,Business,Social,"Kushtia,259",Married,Spouce does not work,Other,0.66,0.33,0.33,0.33,3.0
31 - 35,female,Business,Social,"Kushtia,259",Married,Spouce does not work,Other,0.33,0.66,0.66,0.33,3.0
31 - 35,female,Business,Social,"Kushtia,259",Married,Spouce does not work,Other,0.66,0.33,0.33,0.66,4.0
26 - 30,male,Business,Science,"Jhenaidah,450",Unmarried,not married,I am not married,1.0,1.0,0.66,1.0,5.0
26 - 30,male,Business,Science,"Jhenaidah,450",Unmarried,not married,I am not married,1.0,0.33,0.33,0.66,3.0
26 - 30,male,Business,Science,"Jhenaidah,450",Unmarried,not married,I am not married,0.66,0.66,0.33,1.0,3.0
31 - 35,prefer not to disclose,Student,Business,"Kushtia,258",Married,Yes,Science,0.33,0.33,1.0,0.33,3.0
31 - 35,prefer not to disclose,Student,Business,"Kushtia,258",Married,Yes,Science,1.0,0.66,1.0,0.33,4.0
31 - 35,prefer not to disclose,Student,Business,"Kushtia,258",Married,Yes,Science,0.66,0.33,0.33,0.66,3.0
20 - 25,female,Business,Science,"Rajbari,2",Married,Yes,Business,1.0,0.33,0.66,0.66,5.0
20 - 25,female,Business,Science,"Rajbari,2",Married,Yes,Business,0.33,1.0,0.33,1.0,4.0
20 - 25,female,Business,Science,"Rajbari,2",Married,Yes,Business,0.66,0.66,0.33,0.33,3.0
36 - 40,male,Student,Social,"Jamalpur,57",Married,Spouce does not work,Social,0.33,0.33,0.33,0.66,3.0
36 - 40,male,Student,Social,"Jamalpur,57",Married,Spouce does not work,Social,1.0,1.0,0.33,0.66,5.0
36 - 40,male,Student,Social,"Jamalpur,57",Married,Spouce does not work,Social,0.66,1.0,0.66,0.66,4.0
26 - 30,prefer not to disclose,Medical,"Medical, Biological, Chemical","Lakshmipur,40",Married,Spouce does not work,Science,1.0,0.33,0.33,0.33,3.0
26 - 30,prefer not to disclose,Medical,"Medical, Biological, Chemical","Lakshmipur,40",Married,Spouce does not work,Science,1.0,0.33,0.33,0.33,3.0
26 - 30,prefer not to disclose,Medical,"Medical, Biological, Chemical","Lakshmipur,40",Married,Spouce does not work,Science,1.0,0.33,0.33,0.33,3.0
41 or above,male,Business,Social,"Barisal,371",Married,No,Science,0.33,0.66,0.66,0.33,3.0
41 or above,male,Business,Social,"Barisal,371",Married,No,Science,0.66,0.66,0.66,0.66,4.0
41 or above,male,Business,Social,"Barisal,371",Married,No,Science,0.33,0.66,0.33,1.0,4.0
20 - 25,female,Engineering and IT,Engineering,"Bagerhat,293",Unmarried,not married,I am not married,1.0,0.33,1.0,1.0,5.0
20 - 25,female,Engineering and IT,Engineering,"Bagerhat,293",Unmarried,not married,I am not married,0.66,0.66,1.0,1.0,5.0
20 - 25,female,Engineering and IT,Engineering,"Bagerhat,293",Unmarried,not married,I am not married,0.66,0.66,0.66,0.66,4.0
26 - 30,female,Medical,"Medical, Biological, Chemical","Bagerhat,425",Married,Spouce does not work,Social,0.33,0.66,0.66,1.0,4.0
26 - 30,female,Medical,"Medical, Biological, Chemical","Bagerhat,425",Married,Spouce does not work,Social,0.33,0.66,0.33,1.0,4.0
26 - 30,female,Medical,"Medical, Biological, Chemical","Bagerhat,425",Married,Spouce does not work,Social,1.0,0.66,0.33,0.33,4.0
36 - 40,male,Student,Science,"Barisal,492",Married,No,Other,0.66,1.0,0.66,1.0,5.0
36 - 40,male,Student,Science,"Barisal,492",Married,No,Other,1.0,0.66,0.66,1.0,5.0
36 - 40,male,Student,Science,"Barisal,492",Married,No,Other,0.66,1.0,0.33,1.0,4.0
31 - 35,female,Engineering and IT,Engineering,"Faridpur,26",Unmarried,not married,I am not married,0.33,0.66,0.66,0.66,3.0
31 - 35,female,Engineering and IT,Engineering,"Faridpur,26",Unmarried,not married,I am not married,1.0,0.33,1.0,1.0,5.0
31 - 35,female,Engineering and IT,Engineering,"Faridpur,26",Unmarried,not married,I am not married,0.33,0.66,1.0,0.33,4.0
36 - 40,female,Other,Science,"Narail,327",Unmarried,not married,I am not married,0.66,0.33,0.66,0.66,4.0
36 - 40,female,Other,Science,"Narail,327",Unmarried,not married,I am not married,0.33,0.66,0.66,0.33,4.0
36 - 40,female,Other,Science,"Narail,327",Unmarried,not married,I am not married,0.66,1.0,1.0,1.0,5.0
31 - 35,male,Other,Business,"Chandpur,15",Married,Yes,Science,0.66,1.0,0.66,0.66,4.0
31 - 35,male,Other,Business,"Chandpur,15",Married,Yes,Science,0.66,0.33,0.33,1.0,4.0
31 - 35,male,Other,Business,"Chandpur,15",Married,Yes,Science,0.66,0.33,1.0,1.0,5.0
31 - 35,prefer not to disclose,Student,Science,"Feni,146",Married,Yes,"Medical, Biological, Chemical",0.33,0.33,1.0,0.33,3.0
31 - 35,prefer not to disclose,Student,Science,"Feni,146",Married,Yes,"Medical, Biological, Chemical",1.0,0.33,0.33,0.33,3.0
31 - 35,prefer not to disclose,Student,Science,"Feni,146",Married,Yes,"Medical, Biological, Chemical",0.33,1.0,0.33,1.0,4.0
36 - 40,male,Other,Business,"Patuakhali,11",Married,No,Business,0.66,0.66,0.66,0.66,4.0
36 - 40,male,Other,Business,"Patuakhali,11",Married,No,Business,0.33,0.33,0.33,1.0,4.0
36 - 40,male,Other,Business,"Patuakhali,11",Married,No,Business,0.33,0.33,0.66,1.0,4.0
36 - 40,prefer not to disclose,Medical,"Medical, Biological, Chemical","Feni,334",Unmarried,not married,I am not married,0.66,0.33,0.33,0.33,3.0
36 - 40,prefer not to disclose,Medical,"Medical, Biological, Chemical","Feni,334",Unmarried,not married,I am not married,0.33,0.33,1.0,0.66,4.0
36 - 40,prefer not to disclose,Medical,"Medical, Biological, Chemical","Feni,334",Unmarried,not married,I am not married,0.33,0.33,1.0,1.0,4.0
20 - 25,female,Other,Business,"Chittagong,44",Unmarried,not married,I am not married,0.66,1.0,0.33,1.0,4.0
20 - 25,female,Other,Business,"Chittagong,44",Unmarried,not married,I am not married,0.66,0.66,0.33,0.33,3.0
20 - 25,female,Other,Business,"Chittagong,44",Unmarried,not married,I am not married,0.66,0.66,0.66,0.33,4.0
20 - 25,male,Business,Business,"Dhaka,326",Married,Spouce does not work,Business,0.66,0.66,1.0,0.33,4.0
20 - 25,male,Business,Business,"Dhaka,326",Married,Spouce does not work,Business,0.66,0.66,1.0,1.0,5.0
20 - 25,male,Business,Business,"Dhaka,326",Married,Spouce does not work,Business,0.66,0.66,0.33,0.33,3.0
