age,gender,occupation,education,hometown,marital status,spouse moving status,spouse employment status,security,schooling,house rent,distance from HT,satisfaction
36 - 40,male,Business,Science,"Dinajpur,441",Married,Spouce does not work,"Medical, Biological, Chemical",1.0,0.33,1.0,0.33,4.0
36 - 40,male,Business,Science,"Dinajpur,441",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,0.66,0.33,0.66,3.0
31 - 35,female,Academia,Science,"Feni,253",Unmarried,not married,I am not married,0.33,1.0,0.66,0.66,4.0
31 - 35,female,Academia,Science,"Feni,253",Unmarried,not married,I am not married,1.0,0.33,1.0,1.0,5.0
31 - 35,female,Academia,Science,"Feni,253",Unmarried,not married,I am not married,1.0,1.0,1.0,0.66,5.0
41 or above,prefer not to disclose,Business,Science,"Dinajpur,97",Unmarried,not married,I am not married,0.33,0.66,0.66,0.33,4.0
41 or above,prefer not to disclose,Business,Science,"Dinajpur,97",Unmarried,not married,I am not married,0.33,1.0,0.33,1.0,4.0
41 or above,prefer not to disclose,Business,Science,"Dinajpur,97",Unmarried,not married,I am not married,0.66,1.0,1.0,0.66,5.0
36 - 40,male,Other,Social,"Rajshahi,94",Married,Spouce does not work,"Medical, Biological, Chemical",1.0,0.66,0.33,1.0,4.0
36 - 40,male,Other,Social,"Rajshahi,94",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,0.66,0.33,0.33,3.0
36 - 40,male,Other,Social,"Rajshahi,94",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,0.33,1.0,1.0,4.0
36 - 40,male,Medical,"Medical, Biological, Chemical","Lalmonirhat,33",Unmarried,not married,I am not married,0.66,1.0,0.66,0.66,4.0
36 - 40,male,Medical,"Medical, Biological, Chemical","Lalmonirhat,33",Unmarried,not married,I am not married,0.33,0.66,1.0,1.0,5.0
36 - 40,male,Medical,"Medical, Biological, Chemical","Lalmonirhat,33",Unmarried,not married,I am not married,0.33,1.0,0.66,1.0,4.0
36 - 40,male,Student,Business,"Faridpur,7",Unmarried,not married,I am not married,1.0,0.66,0.66,0.33,4.0
36 - 40,male,Student,Business,"Faridpur,7",Unmarried,not married,I am not married,0.66,0.66,1.0,1.0,5.0
36 - 40,male,Student,Business,"Faridpur,7",Unmarried,not married,I am not married,1.0,0.33,0.33,0.33,3.0
31 - 35,male,Academia,Business,"Dinajpur,377",Married,Spouce does not work,Science,1.0,0.66,0.33,0.66,4.0
31 - 35,male,Academia,Business,"Dinajpur,377",Married,Spouce does not work,Science,0.33,0.66,1.0,0.33,4.0
31 - 35,male,Academia,Business,"Dinajpur,377",Married,Spouce does not work,Science,1.0,0.33,0.66,0.66,4.0
31 - 35,male,Medical,"Medical, Biological, Chemical","Lakshmipur,69",Unmarried,not married,I am not married,0.33,0.33,0.33,0.33,3.0
31 - 35,male,Medical,"Medical, Biological, Chemical","Lakshmipur,69",Unmarried,not married,I am not married,0.33,0.66,0.33,1.0,3.0
31 - 35,male,Medical,"Medical, Biological, Chemical","Lakshmipur,69",Unmarried,not married,I am not married,0.66,0.66,0.66,0.66,4.0
20 - 25,female,Other,Science,"Magura,58",Unmarried,not married,I am not married,0.33,1.0,1.0,0.66,5.0
20 - 25,female,Other,Science,"Magura,58",Unmarried,not married,I am not married,0.66,0.33,0.33,0.66,3.0
20 - 25,female,Other,Science,"Magura,58",Unmarried,not married,I am not married,0.66,0.66,1.0,0.66,5.0
31 - 35,male,Medical,"Medical, Biological, Chemical","Natore,346",Unmarried,not married,I am not married,1.0,1.0,0.33,1.0,4.0
31 - 35,male,Medical,"Medical, Biological, Chemical","Natore,346",Unmarried,not married,I am not married,0.66,0.33,1.0,0.66,4.0
31 - 35,male,Medical,"Medical, Biological, Chemical","Natore,346",Unmarried,not married,I am not married,1.0,0.66,0.33,1.0,4.0
26 - 30,male,Business,Science,"Chandpur,320",Unmarried,not married,I am not married,1.0,0.33,0.66,0.33,4.0
26 - 30,male,Business,Science,"Chandpur,320",Unmarried,not married,I am not married,0.66,1.0,1.0,0.33,5.0
26 - 30,male,Business,Science,"Chandpur,320",Unmarried,not married,I am not married,0.33,1.0,1.0,0.66,5.0
41 or above,prefer not to disclose,Medical,"Medical, Biological, Chemical","Dinajpur,200",Unmarried,not married,I am not married,1.0,0.33,0.66,0.66,4.0
41 or above,prefer not to disclose,Medical,"Medical, Biological, Chemical","Dinajpur,200",Unmarried,not married,I am not married,0.66,0.66,0.66,0.66,4.0
41 or above,prefer not to disclose,Medical,"Medical, Biological, Chemical","Dinajpur,200",Unmarried,not married,I am not married,0.66,0.33,0.66,0.66,4.0
36 - 40,female,Medical,"Medical, Biological, Chemical","Sunamganj,141",Married,No,Engineering,1.0,0.33,0.33,1.0,5.0
36 - 40,female,Medical,"Medical, Biological, Chemical","Sunamganj,141",Married,No,Engineering,0.33,1.0,1.0,1.0,4.0
36 - 40,female,Medical,"Medical, Biological, Chemical","Sunamganj,141",Married,No,Engineering,0.66,0.33,1.0,1.0,5.0
26 - 30,prefer not to disclose,Other,Business,"Gaibandha,440",Unmarried,not married,I am not married,1.0,1.0,1.0,1.0,5.0
26 - 30,prefer not to disclose,Other,Business,"Gaibandha,440",Unmarried,not married,I am not married,1.0,0.66,0.33,1.0,4.0
26 - 30,prefer not to disclose,Other,Business,"Gaibandha,440",Unmarried,not married,I am not married,0.33,0.33,0.66,0.33,3.0
20 - 25,male,Medical,"Medical, Biological, Chemical","Bhola,362",Married,Spouce does not work,Other,0.33,0.66,1.0,1.0,5.0
20 - 25,male,Medical,"Medical, Biological, Chemical","Bhola,362",Married,Spouce does not work,Other,0.33,1.0,0.66,0.33,4.0
20 - 25,male,Medical,"Medical, Biological, Chemical","Bhola,362",Married,Spouce does not work,Other,0.66,0.33,0.33,0.66,3.0
20 - 25,male,Other,Social,"Kurigram,126",Unmarried,not married,I am not married,1.0,1.0,1.0,1.0,5.0
20 - 25,male,Other,Social,"Kurigram,126",Unmarried,not married,I am not married,0.66,1.0,0.66,0.66,4.0
20 - 25,male,Other,Social,"Kurigram,126",Unmarried,not married,I am not married,1.0,0.33,1.0,0.66,5.0
41 or above,prefer not to disclose,Academia,Business,"Sherpur,342",Married,Spouce does not work,Engineering,0.33,0.66,1.0,0.33,3.0
41 or above,prefer not to disclose,Academia,Business,"Sherpur,342",Married,Spouce does not work,Engineering,0.66,0.33,1.0,0.33,4.0
41 or above,prefer not to disclose,Academia,Business,"Sherpur,342",Married,Spouce does not work,Engineering,0.66,0.33,0.66,0.66,4.0
20 - 25,female,Other,Science,"Panchagarh,466",Married,No,Business,1.0,1.0,0.66,0.33,4.0
20 - 25,female,Other,Science,"Panchagarh,466",Married,No,Business,0.66,0.33,1.0,1.0,5.0
20 - 25,female,Other,Science,"Panchagarh,466",Married,No,Business,0.33,1.0,0.66,0.33,3.0
26 - 30,female,Medical,"Medical, Biological, Chemical","Meherpur,365",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,0.33,0.33,1.0,3.0
26 - 30,female,Medical,"Medical, Biological, Chemical","Meherpur,365",Married,Spouce does not work,"Medical, Biological, Chemical",0.66,0.66,0.33,1.0,4.0
26 - 30,female,Medical,"Medical, Biological, Chemical","Meherpur,365",Married,Spouce does not work,"Medical, Biological, Chemical",0.66,0.66,0.66,0.66,4.0
20 - 25,male,Student,Business,"Dinajpur,445",Unmarried,not married,I am not married,0.66,0.33,0.33,1.0,3.0
20 - 25,male,Student,Business,"Dinajpur,445",Unmarried,not married,I am not married,0.66,1.0,0.33,0.33,4.0
20 - 25,male,Student,Business,"Dinajpur,445",Unmarried,not married,I am not married,0.66,0.66,1.0,0.66,5.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Tangail,8",Married,Yes,"Medical, Biological, Chemical",1.0,0.33,0.66,0.66,4.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Tangail,8",Married,Yes,"Medical, Biological, Chemical",0.33,1.0,0.66,1.0,5.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Tangail,8",Married,Yes,"Medical, Biological, Chemical",1.0,1.0,1.0,0.66,5.0
26 - 30,prefer not to disclose,Business,Business,"Chuadanga,184",Married,Yes,Social,1.0,0.33,0.33,0.33,4.0
26 - 30,prefer not to disclose,Business,Business,"Chuadanga,184",Married,Yes,Social,0.66,0.33,1.0,0.66,4.0
26 - 30,prefer not to disclose,Business,Business,"Chuadanga,184",Married,Yes,Social,1.0,1.0,1.0,0.66,5.0
20 - 25,female,Student,Social,"Gaibandha,187",Married,Yes,Business,1.0,0.33,0.66,0.66,5.0
20 - 25,female,Student,Social,"Gaibandha,187",Married,Yes,Business,0.66,1.0,1.0,0.33,4.0
20 - 25,female,Student,Social,"Gaibandha,187",Married,Yes,Business,0.33,0.33,1.0,0.33,3.0
41 or above,male,Other,Science,"Sherpur,69",Married,No,Business,0.66,0.33,0.33,0.33,3.0
41 or above,male,Other,Science,"Sherpur,69",Married,No,Business,0.66,0.66,0.66,0.33,4.0
41 or above,male,Other,Science,"Sherpur,69",Married,No,Business,0.66,0.66,1.0,1.0,5.0
41 or above,prefer not to disclose,Business,Social,"Feni,451",Married,No,Social,1.0,0.33,0.33,0.66,4.0
41 or above,prefer not to disclose,Business,Social,"Feni,451",Married,No,Social,0.66,0.66,0.66,0.33,4.0
41 or above,prefer not to disclose,Business,Social,"Feni,451",Married,No,Social,1.0,0.33,0.66,0.33,4.0
41 or above,prefer not to disclose,Business,Science,"Barisal,260",Married,No,Business,0.33,1.0,1.0,1.0,5.0
41 or above,prefer not to disclose,Business,Science,"Barisal,260",Married,No,Business,0.33,1.0,0.33,1.0,4.0
41 or above,prefer not to disclose,Business,Science,"Barisal,260",Married,No,Business,0.66,0.33,0.66,0.33,3.0
41 or above,male,Academia,Business,"Gopalganj,397",Unmarried,not married,I am not married,0.33,1.0,0.33,1.0,4.0
41 or above,male,Academia,Business,"Gopalganj,397",Unmarried,not married,I am not married,0.33,1.0,0.33,0.33,3.0
41 or above,male,Academia,Business,"Gopalganj,397",Unmarried,not married,I am not married,0.33,1.0,0.66,1.0,4.0
36 - 40,male,Academia,Business,"Faridpur,175",Married,Yes,Business,0.33,1.0,0.66,0.66,4.0
36 - 40,male,Academia,Business,"Faridpur,175",Married,Yes,Business,0.33,1.0,1.0,0.33,4.0
36 - 40,male,Academia,Business,"Faridpur,175",Married,Yes,Business,0.33,1.0,0.33,0.33,3.0
31 - 35,male,Academia,Business,"Joypurhat,139",Unmarried,not married,I am not married,0.66,0.33,0.66,0.33,3.0
31 - 35,male,Academia,Business,"Joypurhat,139",Unmarried,not married,I am not married,0.33,0.66,1.0,1.0,5.0
31 - 35,male,Academia,Business,"Joypurhat,139",Unmarried,not married,I am not married,0.33,1.0,1.0,0.33,5.0
20 - 25,female,Other,Science,"Noakhali,214",Married,Yes,Other,1.0,0.33,1.0,0.66,5.0
20 - 25,female,Other,Science,"Noakhali,214",Married,Yes,Other,0.66,1.0,1.0,0.66,5.0
20 - 25,female,Other,Science,"Noakhali,214",Married,Yes,Other,0.66,0.66,0.33,0.66,3.0
20 - 25,female,Business,Science,"Gazipur,464",Married,No,Science,1.0,1.0,1.0,1.0,5.0
20 - 25,female,Business,Science,"Gazipur,464",Married,No,Science,1.0,1.0,1.0,1.0,5.0
20 - 25,female,Business,Science,"Gazipur,464",Married,No,Science,1.0,1.0,0.33,0.33,4.0
26 - 30,female,Business,Science,"Joypurhat,436",Married,No,Science,1.0,1.0,0.66,0.66,5.0
26 - 30,female,Business,Science,"Joypurhat,436",Married,No,Science,0.66,0.33,0.33,0.33,3.0
26 - 30,female,Business,Science,"Joypurhat,436",Married,No,Science,0.33,1.0,0.33,0.33,2.0
20 - 25,male,Other,Social,"Sirajganj,258",Unmarried,not married,I am not married,0.66,0.66,1.0,1.0,5.0
20 - 25,male,Other,Social,"Sirajganj,258",Unmarried,not married,I am not married,1.0,1.0,1.0,1.0,5.0
20 - 25,male,Other,Social,"Sirajganj,258",Unmarried,not married,I am not married,0.66,0.66,1.0,1.0,5.0
36 - 40,prefer not to disclose,Business,Business,"Madaripur,315",Unmarried,not married,I am not married,0.66,1.0,1.0,0.66,5.0
36 - 40,prefer not to disclose,Business,Business,"Madaripur,315",Unmarried,not married,I am not married,0.33,0.33,0.66,1.0,4.0
36 - 40,prefer not to disclose,Business,Business,"Madaripur,315",Unmarried,not married,I am not married,0.33,0.33,0.66,1.0,3.0
41 or above,female,Engineering and IT,Engineering,"Munshiganj,49",Unmarried,not married,I am not married,0.66,0.33,0.66,1.0,4.0
41 or above,female,Engineering and IT,Engineering,"Munshiganj,49",Unmarried,not married,I am not married,0.33,0.33,0.66,1.0,3.0
41 or above,female,Engineering and IT,Engineering,"Munshiganj,49",Unmarried,not married,I am not married,0.66,0.33,1.0,0.33,4.0
26 - 30,female,Student,Science,"Chuadanga,89",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,0.33,0.66,1.0,4.0
26 - 30,female,Student,Science,"Chuadanga,89",Married,Spouce does not work,"Medical, Biological, Chemical",1.0,0.33,0.33,0.66,4.0
26 - 30,female,Student,Science,"Chuadanga,89",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,1.0,0.66,0.66,3.0
31 - 35,female,Student,Business,"Chapainawabganj,335",Unmarried,not married,I am not married,0.33,0.66,1.0,1.0,4.0
31 - 35,female,Student,Business,"Chapainawabganj,335",Unmarried,not married,I am not married,1.0,0.33,0.66,0.33,4.0
31 - 35,female,Student,Business,"Chapainawabganj,335",Unmarried,not married,I am not married,1.0,0.33,0.66,0.33,4.0
26 - 30,male,Academia,Science,"Jhenaidah,373",Unmarried,not married,I am not married,0.66,0.66,1.0,0.66,5.0
26 - 30,male,Academia,Science,"Jhenaidah,373",Unmarried,not married,I am not married,1.0,1.0,0.33,1.0,4.0
26 - 30,male,Academia,Science,"Jhenaidah,373",Unmarried,not married,I am not married,1.0,0.33,1.0,0.66,4.0
26 - 30,prefer not to disclose,Medical,"Medical, Biological, Chemical","Narail,93",Unmarried,not married,I am not married,1.0,1.0,0.33,0.33,4.0
26 - 30,prefer not to disclose,Medical,"Medical, Biological, Chemical","Narail,93",Unmarried,not married,I am not married,0.66,0.33,0.33,0.33,3.0
26 - 30,prefer not to disclose,Medical,"Medical, Biological, Chemical","Narail,93",Unmarried,not married,I am not married,1.0,0.66,1.0,0.66,5.0
36 - 40,male,Other,Science,"Jhenaidah,220",Married,No,Engineering,0.66,0.33,0.66,0.33,3.0
36 - 40,male,Other,Science,"Jhenaidah,220",Married,No,Engineering,0.33,1.0,0.33,0.66,4.0
36 - 40,male,Other,Science,"Jhenaidah,220",Married,No,Engineering,1.0,0.66,1.0,0.66,5.0
31 - 35,female,Medical,"Medical, Biological, Chemical","Habiganj,177",Unmarried,not married,I am not married,0.66,1.0,1.0,0.33,5.0
31 - 35,female,Medical,"Medical, Biological, Chemical","Habiganj,177",Unmarried,not married,I am not married,1.0,0.33,0.66,0.66,4.0
31 - 35,female,Medical,"Medical, Biological, Chemical","Habiganj,177",Unmarried,not married,I am not married,0.33,1.0,0.66,0.66,4.0
31 - 35,female,Student,Science,"Khagrachhari,213",Married,No,Other,0.33,1.0,0.66,0.66,4.0
31 - 35,female,Student,Science,"Khagrachhari,213",Married,No,Other,0.66,0.66,0.66,0.66,4.0
31 - 35,female,Student,Science,"Khagrachhari,213",Married,No,Other,1.0,1.0,0.33,0.33,4.0
31 - 35,female,Engineering and IT,Engineering,"Rangpur,310",Unmarried,not married,I am not married,0.66,0.66,0.66,0.66,4.0
31 - 35,female,Engineering and IT,Engineering,"Rangpur,310",Unmarried,not married,I am not married,0.33,0.66,1.0,1.0,4.0
31 - 35,female,Engineering and IT,Engineering,"Rangpur,310",Unmarried,not married,I am not married,1.0,0.66,0.66,0.66,4.0
26 - 30,male,Other,Science,"Thakurgaon,459",Unmarried,not married,I am not married,1.0,1.0,0.66,0.33,5.0
26 - 30,male,Other,Science,"Thakurgaon,459",Unmarried,not married,I am not married,0.33,0.33,0.33,0.33,3.0
26 - 30,male,Other,Science,"Thakurgaon,459",Unmarried,not married,I am not married,1.0,1.0,0.33,1.0,4.0
31 - 35,female,Engineering and IT,Engineering,"Chapainawabganj,461",Unmarried,not married,I am not married,1.0,0.33,0.66,0.66,4.0
31 - 35,female,Engineering and IT,Engineering,"Chapainawabganj,461",Unmarried,not married,I am not married,0.33,0.66,1.0,0.66,4.0
31 - 35,female,Engineering and IT,Engineering,"Chapainawabganj,461",Unmarried,not married,I am not married,0.66,0.33,1.0,0.33,4.0
41 or above,female,Engineering and IT,Engineering,"Lalmonirhat,282",Unmarried,not married,I am not married,0.66,0.66,1.0,1.0,5.0
41 or above,female,Engineering and IT,Engineering,"Lalmonirhat,282",Unmarried,not married,I am not married,1.0,0.33,0.33,1.0,3.0
41 or above,female,Engineering and IT,Engineering,"Lalmonirhat,282",Unmarried,not married,I am not married,0.66,0.66,0.66,1.0,4.0
20 - 25,prefer not to disclose,Business,Social,"Kushtia,18",Unmarried,not married,I am not married,0.33,0.66,0.33,0.66,3.0
20 - 25,prefer not to disclose,Business,Social,"Kushtia,18",Unmarried,not married,I am not married,0.33,0.33,0.33,0.33,3.0
20 - 25,prefer not to disclose,Business,Social,"Kushtia,18",Unmarried,not married,I am not married,0.33,1.0,0.33,1.0,4.0
36 - 40,prefer not to disclose,Business,Social,"Kushtia,146",Unmarried,not married,I am not married,0.66,0.33,1.0,0.66,4.0
36 - 40,prefer not to disclose,Business,Social,"Kushtia,146",Unmarried,not married,I am not married,0.33,0.33,1.0,1.0,4.0
36 - 40,prefer not to disclose,Business,Social,"Kushtia,146",Unmarried,not married,I am not married,0.33,1.0,0.66,0.33,4.0
31 - 35,prefer not to disclose,Medical,"Medical, Biological, Chemical","Rangpur,227",Married,Spouce does not work,Business,1.0,1.0,0.33,0.66,4.0
31 - 35,prefer not to disclose,Medical,"Medical, Biological, Chemical","Rangpur,227",Married,Spouce does not work,Business,0.66,0.66,1.0,0.66,4.0
31 - 35,prefer not to disclose,Medical,"Medical, Biological, Chemical","Rangpur,227",Married,Spouce does not work,Business,1.0,1.0,1.0,0.33,5.0
31 - 35,female,Student,Business,"Faridpur,294",Married,Spouce does not work,Engineering,0.33,0.33,0.66,1.0,4.0
31 - 35,female,Student,Business,"Faridpur,294",Married,Spouce does not work,Engineering,1.0,0.66,1.0,0.33,5.0
31 - 35,female,Student,Business,"Faridpur,294",Married,Spouce does not work,Engineering,0.33,0.66,0.33,1.0,4.0
31 - 35,female,Student,Business,"Manikganj,306",Married,No,Engineering,0.33,0.66,1.0,0.33,3.0
31 - 35,female,Student,Business,"Manikganj,306",Married,No,Engineering,1.0,0.66,0.33,1.0,5.0
31 - 35,female,Student,Business,"Manikganj,306",Married,No,Engineering,1.0,0.33,0.33,0.33,4.0
26 - 30,prefer not to disclose,Other,Social,"Thakurgaon,211",Married,No,Science,0.66,1.0,0.66,0.66,5.0
26 - 30,prefer not to disclose,Other,Social,"Thakurgaon,211",Married,No,Science,1.0,0.33,0.33,0.66,3.0
26 - 30,prefer not to disclose,Other,Social,"Thakurgaon,211",Married,No,Science,1.0,1.0,1.0,0.33,5.0
41 or above,prefer not to disclose,Student,Social,"Sherpur,183",Unmarried,not married,I am not married,0.33,0.33,1.0,0.66,4.0
41 or above,prefer not to disclose,Student,Social,"Sherpur,183",Unmarried,not married,I am not married,1.0,0.33,0.33,0.66,3.0
41 or above,prefer not to disclose,Student,Social,"Sherpur,183",Unmarried,not married,I am not married,1.0,0.33,0.66,0.66,4.0
26 - 30,male,Student,Science,"Cox's Bazar,236",Unmarried,not married,I am not married,0.33,0.33,0.33,0.33,3.0
26 - 30,male,Student,Science,"Cox's Bazar,236",Unmarried,not married,I am not married,0.33,0.33,0.33,1.0,3.0
26 - 30,male,Student,Science,"Cox's Bazar,236",Unmarried,not married,I am not married,0.66,0.33,1.0,0.33,4.0
41 or above,female,Business,Social,"Naogaon,311",Married,Yes,Business,1.0,1.0,0.33,1.0,5.0
41 or above,female,Business,Social,"Naogaon,311",Married,Yes,Business,0.33,0.33,0.66,0.66,3.0
41 or above,female,Business,Social,"Naogaon,311",Married,Yes,Business,0.66,1.0,0.66,0.66,4.0
36 - 40,prefer not to disclose,Engineering and IT,Engineering,"Khulna,354",Unmarried,not married,I am not married,1.0,1.0,0.33,0.66,4.0
36 - 40,prefer not to disclose,Engineering and IT,Engineering,"Khulna,354",Unmarried,not married,I am not married,0.66,1.0,0.33,1.0,4.0
36 - 40,prefer not to disclose,Engineering and IT,Engineering,"Khulna,354",Unmarried,not married,I am not married,0.33,1.0,1.0,0.66,5.0
26 - 30,female,Academia,Social,"Panchagarh,85",Married,No,"Medical, Biological, Chemical",0.33,1.0,0.66,0.33,3.0
26 - 30,female,Academia,Social,"Panchagarh,85",Married,No,"Medical, Biological, Chemical",1.0,0.66,1.0,0.33,5.0
26 - 30,female,Academia,Social,"Panchagarh,85",Married,No,"Medical, Biological, Chemical",0.66,0.66,0.33,1.0,4.0
26 - 30,prefer not to disclose,Academia,Business,"Narayanganj,146",Unmarried,not married,I am not married,0.33,0.33,0.66,1.0,3.0
26 - 30,prefer not to disclose,Academia,Business,"Narayanganj,146",Unmarried,not married,I am not married,0.66,1.0,1.0,0.33,5.0
26 - 30,prefer not to disclose,Academia,Business,"Narayanganj,146",Unmarried,not married,I am not married,0.66,0.66,1.0,0.33,5.0
41 or above,female,Academia,Business,"Pabna,98",Married,Spouce does not work,Business,0.33,0.66,0.33,1.0,3.0
41 or above,female,Academia,Business,"Pabna,98",Married,Spouce does not work,Business,0.66,1.0,0.33,0.33,3.0
41 or above,female,Academia,Business,"Pabna,98",Married,Spouce does not work,Business,0.33,0.66,0.66,0.66,3.0
41 or above,female,Medical,"Medical, Biological, Chemical","Lalmonirhat,173",Unmarried,not married,I am not married,1.0,1.0,1.0,0.66,5.0
41 or above,female,Medical,"Medical, Biological, Chemical","Lalmonirhat,173",Unmarried,not married,I am not married,0.66,0.66,0.33,0.33,3.0
41 or above,female,Medical,"Medical, Biological, Chemical","Lalmonirhat,173",Unmarried,not married,I am not married,0.33,0.66,0.66,0.66,4.0
41 or above,prefer not to disclose,Other,Science,"Faridpur,347",Married,Yes,"Medical, Biological, Chemical",1.0,1.0,0.33,0.33,4.0
41 or above,prefer not to disclose,Other,Science,"Faridpur,347",Married,Yes,"Medical, Biological, Chemical",1.0,1.0,0.33,1.0,5.0
41 or above,prefer not to disclose,Other,Science,"Faridpur,347",Married,Yes,"Medical, Biological, Chemical",0.33,0.33,0.33,0.66,3.0
41 or above,male,Engineering and IT,Engineering,"Jhalokati,131",Unmarried,not married,I am not married,0.66,0.33,0.33,0.66,3.0
41 or above,male,Engineering and IT,Engineering,"Jhalokati,131",Unmarried,not married,I am not married,1.0,0.66,0.33,1.0,4.0
41 or above,male,Engineering and IT,Engineering,"Jhalokati,131",Unmarried,not married,I am not married,0.66,0.33,0.33,0.66,3.0
20 - 25,female,Medical,"Medical, Biological, Chemical","Mymensingh,18",Unmarried,not married,I am not married,0.66,1.0,0.33,1.0,4.0
20 - 25,female,Medical,"Medical, Biological, Chemical","Mymensingh,18",Unmarried,not married,I am not married,0.33,0.33,0.66,1.0,3.0
20 - 25,female,Medical,"Medical, Biological, Chemical","Mymensingh,18",Unmarried,not married,I am not married,0.66,0.66,0.66,1.0,4.0
31 - 35,female,Medical,"Medical, Biological, Chemical","Bogra,149",Married,Spouce does not work,Social,0.66,0.66,0.66,1.0,4.0
31 - 35,female,Medical,"Medical, Biological, Chemical","Bogra,149",Married,Spouce does not work,Social,0.66,1.0,0.66,0.66,4.0
31 - 35,female,Medical,"Medical, Biological, Chemical","Bogra,149",Married,Spouce does not work,Social,0.66,1.0,0.33,0.33,3.0
20 - 25,male,Other,Social,"Meherpur,221",Unmarried,not married,I am not married,0.66,0.33,0.66,1.0,4.0
20 - 25,male,Other,Social,"Meherpur,221",Unmarried,not married,I am not married,1.0,0.66,0.33,0.66,4.0
20 - 25,male,Other,Social,"Meherpur,221",Unmarried,not married,I am not married,1.0,0.33,1.0,0.66,5.0
26 - 30,prefer not to disclose,Student,Science,"Habiganj,266",Unmarried,not married,I am not married,0.66,1.0,0.33,0.33,4.0
26 - 30,prefer not to disclose,Student,Science,"Habiganj,266",Unmarried,not married,I am not married,0.66,1.0,0.66,1.0,5.0
26 - 30,prefer not to disclose,Student,Science,"Habiganj,266",Unmarried,not married,I am not married,0.66,0.66,0.66,0.66,4.0
20 - 25,female,Medical,"Medical, Biological, Chemical","Munshiganj,399",Married,Spouce does not work,Science,0.66,1.0,0.66,1.0,5.0
20 - 25,female,Medical,"Medical, Biological, Chemical","Munshiganj,399",Married,Spouce does not work,Science,1.0,1.0,1.0,0.33,5.0
20 - 25,female,Medical,"Medical, Biological, Chemical","Munshiganj,399",Married,Spouce does not work,Science,1.0,0.33,0.33,1.0,5.0
26 - 30,female,Student,Business,"Naogaon,124",Married,Spouce does not work,"Medical, Biological, Chemical",1.0,0.33,0.66,1.0,5.0
26 - 30,female,Student,Business,"Naogaon,124",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,0.33,0.66,0.66,3.0
26 - 30,female,Student,Business,"Naogaon,124",Married,Spouce does not work,"Medical, Biological, Chemical",0.66,0.66,1.0,0.66,4.0
41 or above,prefer not to disclose,Student,Social,"Thakurgaon,348",Unmarried,not married,I am not married,1.0,1.0,0.66,0.33,5.0
41 or above,prefer not to disclose,Student,Social,"Thakurgaon,348",Unmarried,not married,I am not married,1.0,1.0,1.0,0.33,5.0
41 or above,prefer not to disclose,Student,Social,"Thakurgaon,348",Unmarried,not married,I am not married,1.0,1.0,1.0,0.66,5.0
20 - 25,female,Student,Business,"Kishoreganj,318",Unmarried,not married,I am not married,0.66,0.33,0.33,1.0,3.0
20 - 25,female,Student,Business,"Kishoreganj,318",Unmarried,not married,I am not married,1.0,0.66,0.33,0.33,3.0
20 - 25,female,Student,Business,"Kishoreganj,318",Unmarried,not married,I am not married,0.66,1.0,0.33,0.66,4.0
31 - 35,male,Medical,"Medical, Biological, Chemical","Jhalokati,474",Unmarried,not married,I am not married,0.66,0.66,0.66,0.33,4.0
31 - 35,male,Medical,"Medical, Biological, Chemical","Jhalokati,474",Unmarried,not married,I am not married,0.66,1.0,0.66,1.0,5.0
31 - 35,male,Medical,"Medical, Biological, Chemical","Jhalokati,474",Unmarried,not married,I am not married,1.0,1.0,0.33,0.66,4.0
36 - 40,female,Student,Science,"Bagerhat,343",Married,No,Science,0.66,1.0,0.66,0.66,4.0
36 - 40,female,Student,Science,"Bagerhat,343",Married,No,Science,1.0,1.0,1.0,0.66,5.0
36 - 40,female,Student,Science,"Bagerhat,343",Married,No,Science,0.66,0.33,0.66,1.0,4.0
36 - 40,prefer not to disclose,Engineering and IT,Engineering,"Panchagarh,411",Unmarried,not married,I am not married,1.0,1.0,1.0,0.33,5.0
36 - 40,prefer not to disclose,Engineering and IT,Engineering,"Panchagarh,411",Unmarried,not married,I am not married,1.0,0.33,0.66,0.66,4.0
36 - 40,prefer not to disclose,Engineering and IT,Engineering,"Panchagarh,411",Unmarried,not married,I am not married,1.0,0.33,1.0,1.0,5.0
31 - 35,male,Engineering and IT,Engineering,"Bagerhat,86",Unmarried,not married,I am not married,0.66,0.33,1.0,0.66,4.0
31 - 35,male,Engineering and IT,Engineering,"Bagerhat,86",Unmarried,not married,I am not married,0.33,0.33,0.66,0.33,3.0
31 - 35,male,Engineering and IT,Engineering,"Bagerhat,86",Unmarried,not married,I am not married,0.66,0.33,0.66,0.33,3.0
31 - 35,female,Business,Science,"Rajbari,321",Unmarried,not married,I am not married,0.66,0.33,0.33,0.33,3.0
31 - 35,female,Business,Science,"Rajbari,321",Unmarried,not married,I am not married,0.66,0.66,0.33,0.66,3.0
